age,sex,zagran_passport,driver_license,credit_sum,family_status,children_dependents,work_experience,income,additional_income,additional_income_type,car_price,from
89,2,0,0,999,1,0,32,132,21,9,0,24
46,1,1,1,223,1,0,11,186,35,8,6409,34
65,2,0,1,790,1,3,13,34,31,8,1495,41
63,1,0,0,707,1,0,16,129,32,7,0,48
41,1,0,0,416,1,0,1,72,41,9,0,39
62,2,0,0,0,1,3,15,100,89,3,0,36
28,1,0,1,914,1,0,1,56,71,8,0,50
66,2,0,1,0,1,1,16,69,31,1,3400,11
44,1,1,1,813,2,0,22,109,28,2,0,42
21,1,0,1,789,1,2,2,187,3,1,0,3
34,1,1,0,423,2,0,12,188,40,1,0,0
27,2,0,1,878,3,0,7,27,96,5,3567,0
23,1,0,1,0,3,0,2,97,8,9,0,8
76,1,1,0,853,1,1,42,69,31,7,0,22
23,1,0,1,2342,1,0,3,66,31,9,1164,51
63,2,0,0,482,2,0,40,102,62,2,0,37
58,2,0,0,178,2,1,38,135,0,4,0,15
43,2,1,0,870,2,1,12,80,71,6,0,23
35,2,1,1,426,1,0,7,187,5,9,0,11
41,2,1,1,4376,2,0,21,87,40,3,2921,43
79,1,0,0,475,3,2,44,48,19,8,0,5
37,1,0,0,555,1,1,16,98,39,9,0,12
28,1,0,1,887,2,0,9,180,14,6,0,31
87,1,1,1,4588,3,2,38,120,38,1,0,14
63,2,0,1,87,1,1,38,73,72,7,0,43
53,1,0,1,929,1,2,27,145,78,6,5798,18
41,1,1,0,1932,1,0,8,65,53,9,0,31
64,1,1,1,465,3,0,28,84,30,8,0,50
72,1,0,0,744,1,1,0,181,6,2,0,36
86,1,0,1,253,2,0,42,188,15,4,5278,28
31,1,0,0,1015,1,1,8,61,8,3,0,10
42,2,0,0,456,3,2,3,194,3,9,0,1
44,2,0,0,0,2,0,22,139,89,3,0,26
71,2,0,1,117,3,1,34,76,17,1,0,16
67,2,1,1,4557,1,0,47,58,15,9,1679,12
19,2,1,0,380,4,1,0,95,575,4,0,29
58,1,0,1,955,1,1,13,157,99,4,0,21
55,2,0,0,3900,1,0,2,42,3,9,0,25
37,2,0,1,950,1,0,3,158,40,1,2574,37
56,1,1,0,902,1,0,4,199,40,3,0,4
86,1,1,1,688,1,0,26,43,6,3,1764,8
66,2,1,0,0,1,1,1,167,6,8,0,14
72,2,0,0,853,1,3,14,53,47,5,0,15
66,1,0,1,617,2,0,21,67,6,8,0,46
27,2,1,0,468,2,0,6,46,93,4,0,4
30,2,1,1,451,2,0,2,134,25,4,1908,20
35,2,1,1,724,2,0,0,114,29,3,4862,36
32,2,0,1,740,3,1,0,115,32,9,2499,6
70,1,1,0,889,3,0,40,52,5,2,0,41
24,1,1,1,53,3,1,4,36,7,3,903,27
39,2,0,0,132,2,0,9,114,45,6,0,46
68,1,1,0,0,4,3,47,55,36,8,0,49
57,2,0,1,103,3,0,32,112,39,4,2114,46
47,2,1,1,305,2,0,22,34,44,9,2730,29
36,1,0,0,0,1,1,17,66,3,7,0,41
23,1,0,1,4314,1,1,3,41,5,4,0,21
34,1,1,1,363,1,1,5,153,12,5,0,35
27,2,0,0,857,4,3,8,58,28,1,0,37
74,2,1,1,382,3,1,3,85,24,3,0,34
32,1,0,1,2246,1,0,7,184,41,2,0,42
66,2,0,1,691,2,0,26,66,9,2,1350,16
49,1,0,0,3544,1,0,28,88,3,5,0,29
61,2,1,1,102,2,0,24,142,1,6,4004,41
43,1,0,0,412,3,3,3,44,14,8,0,47
41,2,1,0,282,1,2,0,63,8,6,0,26
77,2,1,1,802,2,0,49,58,33,7,2730,4
30,1,1,1,0,1,3,10,64,36,7,0,18
33,2,1,1,749,3,0,12,171,53,9,0,30
51,1,1,0,0,1,2,27,100,8,8,0,29
32,2,1,1,275,2,0,5,109,7,8,3944,37
34,2,0,0,776,1,0,5,92,5,3,0,32
66,2,0,1,4190,1,2,17,99,24,7,0,46
49,1,0,0,416,2,0,13,235,32,1,0,33
53,2,1,0,680,2,0,15,131,27,6,0,18
51,2,1,0,0,1,1,22,26,32,6,0,19
67,1,1,1,0,1,0,35,86,29,8,0,7
42,1,1,1,752,1,0,14,191,12,8,0,36
46,2,1,0,4427,2,0,17,48,62,6,0,22
25,2,1,0,921,4,0,2,155,40,6,0,31
49,1,1,0,285,1,0,29,103,43,3,0,35
64,2,1,0,521,1,3,30,157,0,2,0,42
48,1,0,1,0,4,1,13,175,6,6,5430,27
52,2,1,1,841,1,0,33,79,70,6,2682,30
37,2,1,0,0,1,0,4,51,24,7,0,32
22,2,1,1,369,3,0,3,29,70,7,2277,25
54,2,1,1,446,1,3,12,77,35,2,3248,33
36,1,1,1,605,2,0,12,34,17,8,1377,50
28,2,1,0,0,4,3,0,31,19,5,0,51
58,1,0,1,534,4,0,11,35,11,1,0,20
37,2,0,1,0,1,0,15,109,34,6,4004,23
54,1,1,1,386,3,2,14,199,19,2,6322,10
44,1,1,1,1688,2,0,25,37,34,6,0,22
47,2,0,1,441,3,2,23,86,84,8,0,36
36,1,1,0,937,3,1,4,61,33,4,0,15
20,1,1,1,646,4,2,1,51,36,5,0,22
35,1,0,0,934,2,0,12,66,30,1,0,20
57,2,0,0,2614,1,0,32,97,48,2,0,34
70,1,1,0,602,4,2,3,169,38,8,0,3
65,2,0,0,561,3,2,20,31,60,3,0,9
43,2,0,0,0,1,0,8,50,59,4,0,51
31,2,0,1,1023,1,3,11,186,74,2,0,48
45,1,1,1,0,2,0,0,24,2,5,338,10
38,1,1,1,396,3,3,10,115,26,1,2820,5
67,1,1,0,869,2,0,8,50,31,2,0,44
69,2,0,0,647,1,2,23,79,22,5,0,31
78,2,1,1,827,2,0,39,190,14,1,0,34
20,1,1,0,403,1,1,1,86,31,2,0,38
38,2,1,1,999,1,0,13,44,28,3,1728,26
44,2,0,1,541,1,0,21,92,15,2,0,20
30,2,0,0,58,1,2,3,29,27,2,0,36
80,1,1,0,130,1,0,56,67,15,1,0,5
34,1,0,0,0,2,0,7,67,17,4,0,13
49,1,0,1,4374,1,3,21,79,45,9,3844,49
32,1,1,1,905,3,1,2,162,248,3,12710,46
31,1,0,0,80,1,3,11,104,31,6,0,16
43,1,1,1,773,1,1,22,40,29,6,0,35
51,2,1,0,183,2,0,28,42,70,6,0,40
78,2,0,1,674,1,0,23,165,98,1,7627,25
72,2,1,1,734,1,1,14,31,5,8,0,22
79,1,1,1,2203,1,0,43,77,44,9,0,36
88,2,0,1,2842,1,0,1,33,31,4,2240,7
55,2,1,1,151,1,2,5,81,7,5,1936,38
23,2,0,0,2607,1,3,1,91,63,5,0,41
53,2,0,1,4569,1,1,29,129,32,8,4830,44
37,1,1,1,591,1,0,16,22,32,9,702,40
76,1,0,1,68,2,0,19,94,30,4,3596,28
47,1,0,1,95,1,0,19,80,59,5,0,6
48,1,0,0,1977,1,2,13,114,39,2,0,3
37,2,0,1,3110,1,0,11,67,38,7,0,47
71,1,1,1,741,1,0,29,37,62,4,0,13
49,2,0,0,498,1,0,2,165,13,2,0,45
32,2,1,1,0,1,1,8,71,43,5,0,3
55,2,0,1,0,2,0,21,143,15,8,5056,48
70,1,1,0,0,1,0,41,161,36,9,0,31
80,2,1,0,369,2,0,25,20,50,6,0,34
49,2,1,1,538,2,0,16,107,87,4,5044,45
56,1,0,1,651,1,3,19,57,35,5,2668,39
44,2,0,1,705,1,3,25,134,63,1,0,25
75,2,0,1,69,4,1,24,183,64,1,0,16
25,1,1,0,1558,1,0,3,21,35,1,0,34
56,1,0,1,755,2,0,21,195,8,6,0,49
35,1,0,1,665,1,0,14,91,53,9,2016,17
42,1,0,1,141,1,2,21,97,60,8,0,22
22,1,0,0,92,3,1,0,73,7,1,0,47
42,2,1,1,958,4,3,16,179,39,4,0,47
39,2,0,1,1598,1,1,1,112,94,9,5356,3
36,2,1,1,695,2,0,8,122,6,8,2048,47
43,2,0,1,875,3,1,0,84,40,2,0,44
36,2,0,1,134,1,0,7,175,3,5,0,27
27,1,1,0,183,4,0,5,70,6,5,0,50
69,2,0,1,646,3,3,14,54,21,7,1725,42
61,2,0,1,367,3,3,32,50,44,9,3008,29
58,2,1,0,228,3,3,4,23,16,8,0,41
55,1,1,1,287,2,0,21,110,39,1,0,27
26,2,1,0,0,3,1,2,59,45,3,0,16
24,2,1,1,666,1,3,4,175,36,9,5064,6
64,2,1,1,343,3,0,11,121,9,6,0,5
73,1,0,0,851,1,1,25,126,63,5,0,22
29,1,0,1,338,1,0,9,86,43,7,0,41
32,2,0,0,3258,4,3,2,64,41,7,0,25
68,2,1,0,354,1,0,14,104,98,2,0,4
27,2,1,0,401,1,0,7,89,95,2,0,1
33,2,1,0,889,1,1,4,74,12,2,0,37
65,1,0,1,103,2,0,35,127,33,7,4800,8
52,1,0,0,0,1,2,11,76,22,9,0,50
38,2,0,1,826,1,3,11,42,1,8,0,44
46,1,0,0,0,3,1,8,153,41,8,0,0
39,2,0,0,226,1,0,0,173,83,6,0,37
74,2,0,1,271,1,3,0,67,80,2,4704,20
50,2,0,1,618,1,1,8,53,10,3,819,43
57,2,1,0,615,2,0,12,188,45,7,0,51
48,1,1,1,3202,2,0,20,50,24,8,0,14
28,2,0,1,942,2,0,6,98,8,9,2544,33
58,1,0,0,436,1,2,12,75,18,8,0,2
79,1,0,1,0,2,0,7,124,7,6,0,19
19,1,0,0,980,1,1,0,71,930,7,0,36
76,2,1,0,537,4,3,49,83,99,9,0,50
79,1,0,1,2338,1,2,6,113,70,4,6588,26
23,1,0,0,294,1,1,2,155,9,4,0,28
90,1,1,1,954,1,2,21,31,6,7,1073,6
55,2,0,0,0,1,3,11,32,2,5,0,51
86,2,1,1,1054,1,0,62,56,40,2,0,12
66,1,0,1,581,3,1,5,44,7,5,0,41
78,2,0,1,740,4,1,46,85,9,6,0,17
44,1,0,1,478,1,0,23,43,36,6,0,3
64,2,1,0,3383,1,2,19,43,44,1,0,42
34,1,0,0,750,2,0,12,139,79,8,0,18
76,1,0,1,534,2,0,43,28,19,2,752,12
75,1,0,0,251,1,2,31,60,13,4,0,43
63,1,1,1,0,2,0,12,133,60,6,5018,16
80,1,0,0,619,2,0,28,102,63,5,0,2
36,2,0,0,1095,2,0,7,147,66,6,0,46
75,1,0,0,0,4,2,38,37,44,6,0,12
26,1,1,1,344,1,0,0,117,24,8,2256,50
79,2,0,1,761,2,0,39,99,16,9,3795,25
19,1,0,1,131,1,2,0,89,48,4,4247,45
48,1,1,1,286,1,0,17,85,25,9,0,17
27,2,0,1,0,1,0,1,143,16,4,2544,48
31,2,1,1,0,2,0,11,169,61,7,3910,1
50,2,0,0,767,1,1,20,170,58,1,0,46
46,1,1,1,677,1,2,2,55,67,9,1464,27
56,1,0,1,491,1,0,22,164,19,9,4941,42
38,2,0,1,0,1,2,19,74,29,5,2060,45
80,2,0,0,619,1,2,3,95,0,9,0,15
52,1,0,1,0,1,1,19,112,44,1,0,22
34,1,1,0,0,4,1,1,36,14,7,0,33
53,2,0,0,0,1,2,31,132,9,5,0,19
40,2,0,0,537,4,2,16,199,45,9,0,3
68,2,1,1,494,2,0,27,144,12,4,0,51
79,2,0,0,2060,1,0,60,78,20,1,0,34
22,2,0,0,2395,1,0,1,100,42,9,0,41
61,1,1,0,916,1,2,17,149,91,1,0,35
43,1,0,0,226,2,0,1,20,28,1,0,41
64,1,0,1,960,2,0,27,68,39,1,0,21
73,2,1,1,702,4,3,22,173,0,4,4152,11
38,2,0,1,3143,1,1,8,23,44,7,1206,38
48,1,1,1,0,1,0,21,129,5,6,0,0
31,2,0,0,0,2,0,1,39,23,4,0,21
61,2,1,0,930,1,1,42,95,1,9,0,31
58,2,1,1,846,2,0,34,35,27,7,2108,35
51,1,0,1,871,4,2,22,56,137,9,0,22
20,1,0,1,606,1,0,0,53,38,2,1911,16
65,1,0,1,0,1,1,7,183,10,5,0,16
64,1,1,1,413,2,0,4,188,3,5,3056,25
63,1,0,1,200,2,0,5,20,5,2,0,49
38,1,0,1,865,3,1,15,81,9,4,2160,23
75,2,0,0,234,1,1,53,37,3,9,0,36
57,1,0,0,141,4,1,27,32,15,8,0,11
66,1,1,1,699,1,0,19,193,40,4,0,30
65,1,1,1,0,4,0,26,97,88,5,4255,19
76,1,0,1,2125,1,1,14,57,68,2,3875,35
21,1,0,0,769,2,0,0,177,1,3,0,1
40,1,0,0,531,2,0,14,191,62,5,0,30
20,1,0,1,774,2,0,1,67,72,6,4309,8
47,1,1,1,492,1,2,9,107,5,9,0,40
66,1,0,0,0,2,0,39,122,41,2,0,28
27,2,1,0,0,4,2,5,78,25,9,0,46
66,1,1,1,417,1,0,17,39,62,4,0,10
74,1,0,0,66,1,0,0,51,10,2,0,3
30,1,0,1,0,1,0,2,21,61,2,2296,41
47,1,0,1,0,2,0,0,112,56,5,0,19
54,2,0,1,66,2,0,20,46,60,7,2968,48
41,2,0,0,0,1,3,21,98,38,8,0,48
55,2,0,1,953,3,1,2,67,43,6,0,22
65,1,0,1,3617,1,1,7,52,55,9,0,1
53,2,0,1,197,4,1,16,125,61,4,6138,42
46,1,0,1,638,3,1,12,189,5,7,0,33
57,1,0,0,195,1,3,21,29,14,1,0,17
71,2,1,1,409,3,0,2,155,43,6,3564,46
59,1,0,0,527,1,1,1,151,98,5,0,44
78,2,0,1,539,2,0,44,63,42,2,0,43
37,1,1,0,239,2,0,0,180,22,7,0,50
42,1,0,0,129,1,0,11,198,43,4,0,31
73,2,0,0,696,2,0,37,172,32,3,0,18
47,1,0,0,896,1,2,10,43,6,9,0,14
72,1,1,0,0,1,0,51,32,93,8,0,19
20,1,0,0,426,2,0,0,144,23,1,0,30
31,1,1,1,989,2,0,8,167,9,2,0,26
63,2,0,1,797,3,0,14,174,41,3,0,10
50,2,0,1,4085,1,1,0,66,30,9,0,2
49,1,1,0,1346,1,1,12,61,22,6,0,17
69,2,0,1,358,1,1,40,178,39,5,0,22
80,2,0,1,176,3,2,35,150,86,1,0,42
68,2,0,0,59,2,0,47,159,49,2,0,12
59,2,0,1,2049,3,2,10,27,12,2,0,1
39,2,1,1,351,2,0,12,126,17,4,0,50
38,2,0,0,656,1,3,18,77,37,5,0,49
76,1,1,1,0,2,0,23,28,32,2,1860,13
26,1,0,1,263,1,2,5,52,36,6,1584,8
68,1,0,1,221,4,0,4,37,21,8,1856,48
29,2,0,0,66,1,2,1,43,71,8,0,31
42,2,1,0,385,2,0,22,47,31,6,0,11
24,2,0,1,775,3,0,4,159,38,5,2955,14
39,2,1,1,88,2,0,12,190,89,7,6975,39
33,1,0,1,318,2,0,8,38,3,1,0,0
20,1,0,0,352,2,0,0,144,90,4,0,49
57,1,1,1,586,2,0,20,100,11,3,0,30
71,1,0,0,3110,2,0,0,127,16,5,0,31
60,1,0,0,110,2,0,10,184,34,1,0,47
39,1,1,1,807,2,0,3,171,2,5,5190,24
89,2,1,1,786,1,2,58,70,89,7,0,43
33,2,1,0,993,2,0,9,86,33,8,0,22
74,2,1,0,550,3,2,30,42,15,7,0,22
33,1,0,1,0,1,0,6,78,49,7,0,28
84,2,1,1,578,4,1,48,196,2,8,0,15
40,2,0,1,742,1,0,1,124,26,3,4800,51
73,2,0,1,0,3,0,34,48,71,9,0,34
68,2,0,1,313,4,0,28,160,39,2,5174,2
38,2,1,1,1313,1,1,8,86,23,8,3706,0
23,1,0,0,553,2,1,4,92,45,2,0,15
74,1,0,1,436,3,2,51,20,9,7,725,17
24,1,0,1,4233,3,3,3,164,70,8,0,49
37,2,1,1,3399,1,0,9,33,15,7,0,25
43,2,1,1,282,4,3,3,73,25,6,2450,2
33,1,0,1,85,4,1,8,105,21,7,3528,25
47,2,0,0,687,2,0,24,139,26,1,0,16
61,1,1,0,133,2,0,35,119,26,9,0,29
68,1,1,0,1483,1,0,48,134,12,9,0,20
36,2,0,1,848,1,0,16,98,34,3,1716,34
49,1,1,0,664,2,0,5,38,82,2,0,6
45,1,1,0,387,2,0,1,32,1,2,0,21
44,2,0,0,351,3,1,23,116,22,7,0,38
69,1,1,0,0,4,3,45,25,23,6,0,7
20,1,0,0,817,1,1,1,28,31,5,0,28
44,2,1,1,676,4,2,13,91,94,7,2405,10
37,1,1,0,497,4,2,1,42,28,7,0,25
80,1,1,0,4063,4,2,9,149,0,7,0,28
55,1,0,1,0,1,3,8,158,13,1,6156,26
44,2,1,0,694,1,1,24,139,45,3,0,43
64,1,0,0,736,2,0,19,68,45,8,0,50
34,2,0,1,266,1,0,0,109,2,7,0,33
75,2,1,0,287,1,3,31,126,55,8,0,20
31,1,1,0,2188,1,2,6,152,21,5,0,20
82,1,1,1,883,4,1,61,91,1,7,1564,46
76,2,0,0,998,1,1,40,53,6,5,0,37
37,2,0,1,243,1,0,14,59,33,7,0,42
24,2,0,0,1096,3,0,4,30,14,5,0,29
25,2,1,0,292,4,2,3,105,58,2,0,3
31,2,0,1,990,1,1,11,39,99,1,3588,15
49,1,1,0,0,3,1,16,148,24,1,0,41
20,1,1,1,856,1,0,1,132,82,2,2782,31
49,1,1,0,448,4,3,28,190,6,9,0,31
70,1,0,1,1283,2,0,51,194,2,1,0,42
65,2,1,0,1931,1,1,17,90,18,7,0,39
70,2,0,0,119,2,0,5,26,36,3,0,46
28,2,0,1,120,1,0,7,109,21,5,4160,40
34,1,0,1,475,2,0,9,88,38,2,0,5
20,2,1,0,528,2,0,1,140,29,3,0,7
29,2,1,0,0,1,3,1,192,2,8,0,46
61,2,0,1,723,3,0,33,63,8,3,0,51
37,1,0,0,1466,3,0,12,50,28,9,0,38
48,2,0,1,113,3,1,27,137,21,5,3318,47
38,1,0,0,716,2,0,16,32,26,5,0,30
60,2,0,0,3444,1,1,7,186,11,9,0,41
26,1,0,0,86,1,3,4,107,24,6,0,3
77,2,1,0,130,1,1,9,68,5,2,0,9
90,1,1,0,621,1,3,7,51,3,4,0,19
38,1,0,0,838,2,0,7,192,20,2,0,32
65,1,0,0,380,2,0,24,100,0,3,0,44
64,1,0,1,0,1,2,32,91,40,3,4061,38
46,2,0,0,992,3,1,0,196,39,6,0,31
46,2,0,0,642,1,2,12,166,23,2,0,49
43,2,0,1,797,2,0,10,83,7,3,0,48
64,2,1,1,481,1,2,12,65,42,9,0,35
47,1,0,0,706,2,0,15,100,35,2,0,31
63,2,1,1,770,4,0,41,49,15,2,1024,15
58,2,0,1,0,1,3,15,94,35,6,2967,46
74,2,1,1,913,3,1,19,110,12,3,3416,16
55,2,0,1,328,1,3,23,189,60,6,0,28
45,2,0,0,518,1,0,3,164,4,4,0,10
20,1,0,1,1912,1,0,0,44,23,3,0,10
19,2,1,1,889,4,2,0,29,38,2,0,32
42,1,1,0,924,1,0,2,99,4,4,0,51
29,1,1,0,187,1,1,6,55,20,7,0,9
76,2,0,1,3653,3,1,10,129,4,9,4788,2
48,2,0,0,362,1,3,13,186,12,7,0,16
53,1,0,0,66,1,1,14,183,40,3,0,40
77,1,0,1,636,4,0,54,91,3,7,0,19
69,2,0,1,296,1,0,39,124,38,5,0,20
61,2,1,1,366,1,1,8,33,66,2,2772,16
56,1,0,0,101,3,0,1,86,27,1,0,0
33,1,0,0,984,2,0,11,82,39,9,0,42
58,2,0,0,152,2,0,8,94,71,6,0,30
23,1,0,0,687,2,0,4,36,28,9,0,18
60,2,0,0,0,3,3,0,107,26,5,0,10
65,1,1,0,933,1,3,46,129,27,9,0,47
56,1,0,1,315,1,1,24,81,23,2,1352,33
49,1,0,1,937,4,0,23,108,37,9,1740,15
46,1,1,1,668,1,1,6,993,22,8,28420,8
40,1,0,0,694,3,3,15,115,15,5,0,38
31,1,0,0,0,2,0,3,121,25,3,0,28
76,2,1,0,0,2,0,27,33,7,7,0,16
73,1,1,0,531,1,1,30,86,29,4,0,36
44,2,0,0,3248,1,0,23,199,65,7,0,26
33,1,1,1,678,3,3,8,23,11,7,986,3
80,2,0,0,913,1,0,60,60,9,7,0,35
24,1,1,0,239,2,0,1,36,27,2,0,32
46,2,0,1,751,1,2,23,90,45,5,4320,42
43,1,0,0,3085,3,0,18,137,40,5,0,37
60,2,0,0,3396,2,0,27,97,34,4,0,31
35,2,1,1,923,3,0,10,24,78,9,0,24
40,2,1,0,419,1,3,2,50,9,6,0,13
68,1,0,1,941,4,2,9,50,1,9,0,17
59,2,0,1,0,1,3,13,188,81,9,0,32
45,2,1,0,645,1,0,1,101,79,6,0,16
42,1,1,0,1009,2,0,22,132,25,4,0,28
32,2,1,1,99,1,1,7,78,8,7,0,23
60,1,1,0,164,3,2,21,70,23,3,0,48
67,2,0,1,501,1,0,7,156,43,1,0,48
77,2,0,0,277,2,0,48,90,32,8,0,9
50,1,0,0,154,3,0,24,26,10,8,0,1
35,2,0,1,407,1,1,9,82,27,6,1526,28
81,1,0,0,3109,2,0,33,115,82,7,0,34
79,2,0,1,0,2,0,11,141,88,8,0,46
66,1,1,1,501,1,3,27,48,37,5,0,28
79,2,1,1,4814,1,2,48,22,34,8,728,34
71,2,0,1,0,2,0,18,36,29,8,0,23
25,2,1,1,340,1,2,4,28,80,6,0,32
64,2,0,1,96,3,3,5,100,42,5,4686,18
28,1,0,0,0,1,2,0,34,15,1,0,19
57,2,0,1,517,1,2,18,174,90,5,0,40
21,1,1,0,0,4,0,1,132,90,8,0,1
76,1,1,0,155,3,0,51,78,40,1,0,43
45,1,1,1,0,1,0,8,35,92,3,1905,6
19,1,1,0,3914,2,0,0,155,30,6,0,43
26,2,1,1,413,1,1,4,29,39,4,1972,50
70,1,1,0,466,3,1,37,97,39,8,0,49
42,1,0,1,276,1,0,19,133,17,7,4800,48
50,1,0,0,2624,2,0,17,34,36,2,0,3
62,1,1,1,1043,1,0,28,93,88,4,0,43
74,1,0,1,551,1,2,36,149,42,5,2674,39
18,1,1,1,0,4,0,0,52,34,8,0,43
43,1,1,0,503,1,0,22,62,39,1,0,17
38,1,0,1,216,2,0,17,23,92,5,3910,7
79,2,1,1,367,1,1,6,60,2,1,1488,45
74,1,0,0,3321,1,0,32,148,84,6,0,14
42,1,0,1,738,3,2,3,39,10,2,686,5
53,1,1,0,660,3,0,8,42,24,6,0,15
19,1,0,1,343,1,1,0,43,40,7,0,31
43,1,0,0,557,1,2,11,169,29,2,0,17
34,2,1,0,2252,1,0,6,130,44,9,0,2
75,2,0,1,755,2,0,55,78,14,4,2024,11
49,1,1,1,133,1,1,22,129,67,5,0,26
33,2,1,1,571,1,0,8,73,8,4,2754,47
43,1,1,0,945,2,0,4,186,32,6,0,18
85,2,1,1,0,3,2,48,80,51,1,0,46
46,1,1,0,351,2,0,23,183,43,9,0,39
79,2,0,1,885,1,0,24,49,13,9,1860,8
26,2,1,1,0,2,0,7,34,24,2,0,37
40,2,1,1,763,1,1,14,75,31,3,0,20
79,2,0,1,87,1,1,48,91,17,7,0,50
57,2,0,1,4183,1,3,35,195,15,8,3990,32
42,2,1,0,453,2,0,19,82,30,7,0,14
38,1,0,0,491,1,2,2,86,44,4,0,21
72,1,0,0,0,1,3,45,118,35,3,0,50
39,1,0,1,3176,4,1,4,67,72,7,0,46
65,2,0,0,0,3,2,41,75,17,7,0,50
35,2,0,1,692,1,0,0,97,56,7,5508,41
75,1,1,0,4346,1,0,56,75,38,5,0,6
50,1,0,0,241,1,0,9,38,76,3,0,25
68,2,0,0,596,1,0,45,74,17,7,0,34
59,1,1,0,434,2,0,39,160,4,6,0,37
30,1,1,0,0,2,0,9,95,18,1,0,47
31,2,0,0,794,2,0,4,67,45,2,0,7
40,1,0,0,0,1,3,14,54,6,2,0,46
48,2,0,1,994,1,3,6,22,37,7,1593,42
18,1,0,1,635,4,2,0,142,33,5,5775,41
30,1,0,0,761,3,2,6,106,316,3,0,49
68,1,0,1,751,2,0,22,27,33,9,1500,10
31,1,1,1,572,3,0,11,51,71,8,0,42
46,1,1,1,181,3,1,12,356,44,6,10800,16
54,1,0,1,388,2,0,26,68,12,9,1680,8
37,2,0,0,3060,3,2,18,108,44,5,0,48
20,2,1,0,1834,1,0,1,124,40,7,0,27
46,1,1,1,632,3,0,24,98,10,8,0,17
39,1,1,0,681,2,0,16,178,61,4,0,45
74,1,0,1,693,3,0,2,43,14,6,684,26
23,1,0,1,0,1,0,4,53,12,5,0,2
29,2,0,1,63,1,0,3,195,52,9,6916,45
70,1,1,1,437,1,3,51,200,32,6,8120,5
46,1,1,1,437,1,0,21,130,4,2,0,3
24,2,1,1,710,1,0,1,34,0,3,0,27
28,2,1,0,92,1,1,5,173,4,1,0,27
74,1,0,1,148,1,1,51,199,3,6,5050,48
75,1,0,1,0,4,1,53,144,62,5,3502,5
37,1,0,1,947,1,0,17,86,8,1,1974,2
52,2,0,1,784,4,2,0,164,38,4,0,46
64,2,1,1,773,4,3,22,66,14,3,1760,4
33,1,0,1,0,1,2,3,139,42,8,0,6
67,1,0,0,67,1,3,17,193,45,3,0,40
44,2,0,0,488,3,0,18,76,15,3,0,33
72,2,0,0,3085,4,1,4,83,36,6,0,2
21,2,1,1,865,3,0,2,51,57,1,0,39
54,2,0,0,120,1,0,5,109,66,1,0,18
33,1,1,0,2779,1,3,10,23,48,7,0,45
39,2,0,1,169,1,0,6,43,28,3,994,4
38,1,1,0,0,1,0,18,99,25,5,0,36
27,2,0,1,930,1,3,5,106,26,8,4224,25
54,1,0,0,0,1,0,33,118,78,2,0,35
75,1,1,1,813,1,2,34,184,4,7,0,33
40,1,0,0,617,1,0,0,45,17,7,0,16
21,2,0,1,2295,1,0,2,195,36,9,0,15
56,1,0,1,439,2,0,34,100,5,3,0,41
63,1,0,1,2299,2,0,43,112,10,6,1586,48
72,2,0,0,0,2,0,15,95,12,5,0,18
74,2,0,0,550,1,3,21,55,59,3,0,49
40,1,0,0,550,2,0,20,163,14,3,0,36
44,1,0,1,2681,1,3,17,46,31,4,2156,44
39,1,1,1,0,4,1,11,77,12,5,0,29
20,2,0,0,781,1,0,0,70,16,7,0,1
28,1,0,0,510,2,0,6,82,12,3,0,21
79,2,0,1,791,1,1,31,84,10,6,3384,19
69,1,0,1,922,1,1,28,61,69,6,0,40
70,2,0,1,0,1,1,11,91,28,9,0,29
79,2,0,0,108,1,0,34,55,11,1,0,13
49,2,1,0,0,2,0,9,78,86,5,0,10
42,1,0,1,0,4,3,2,117,24,8,2961,38
44,1,0,0,3618,1,3,12,71,21,1,0,4
71,1,0,1,228,2,0,50,85,36,2,3146,29
63,2,1,0,971,2,0,18,80,15,9,0,5
74,1,0,0,321,2,0,31,94,44,6,0,35
25,2,1,1,727,1,2,5,90,85,8,0,10
60,2,1,1,817,1,1,0,97,1,2,1568,22
37,1,1,0,70,1,3,16,54,22,2,0,0
77,2,0,0,98,2,0,57,178,15,8,0,13
66,1,1,1,638,3,2,21,151,33,7,0,15
40,2,1,1,1000,1,1,19,75,20,1,0,39
36,2,1,0,588,4,2,15,157,6,7,0,42
23,1,0,1,0,2,0,0,99,63,9,2754,7
58,2,1,1,151,1,1,37,187,40,5,0,34
60,2,0,0,2860,2,0,26,125,18,7,0,33
19,1,1,0,198,1,0,0,197,1,6,0,49
42,2,1,1,415,4,3,7,38,24,8,0,33
76,1,1,1,137,2,0,42,79,685,6,10696,10
54,1,0,0,0,1,0,4,98,34,2,0,8
74,1,0,1,212,2,0,2,69,65,4,0,18
36,2,1,1,598,2,0,15,95,19,1,0,9
55,1,1,0,0,1,0,34,76,42,6,0,47
73,2,1,1,465,1,0,49,77,59,5,0,13
57,1,0,1,710,2,0,4,36,91,2,0,27
21,2,1,1,437,1,0,0,65,24,3,1246,44
48,2,0,0,0,4,2,19,87,2,5,0,18
31,1,1,0,916,3,3,1,77,68,6,0,22
62,2,1,1,394,1,1,9,65,31,6,0,41
69,1,1,1,155,3,1,5,106,89,8,5070,39
56,2,0,1,885,2,0,29,58,15,2,1314,45
50,2,1,1,234,3,2,8,131,8,8,0,19
42,2,0,1,177,4,2,7,98,19,8,0,25
