business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
21,5,747825,44310,30765.15786943462,40
9,2,863887,46931,46840.32318852008,31
21,5,944409,89531,67367.88605887046,42
14,3,687413,31833,5241.594424628245,27
21,5,418389,35815,18870.528344533104,16
1,1,749708,65010,49640.26219031751,30
15,5,278737,19691,6604.261164880238,29
14,2,770496,42214,35796.512811604014,37
19,4,327921,65908,6828.037800274559,11
21,1,542370,57009,32905.80166884692,39
19,6,458386,79170,43664.43165924263,31
4,3,333704,26986,16945.583575378278,19
20,3,275712,25465,20842.824359216735,39
5,1,305729,6079,4293.04309634181,13
8,6,678592,61558,23234.47754108555,8
10,3,269203,52012,43171.697364037595,7
4,5,218716,29433,27360.45491986677,42
2,2,623671,88140,37106.20557184127,0
21,4,515459,81532,53840.28259829051,2
12,6,733042,1645,132.30816205705028,22
18,5,555270,11684,1557.8236727374413,14
3,6,962303,57131,27773.49050805298,11
2,6,316580,53572,21569.95947921005,47
21,2,358932,44000,28133.627320140073,7
8,4,311996,51098,30058.587155437832,14
2,3,100350,7097,7065.333778785453,47
18,6,868849,31083,1076.392848877173,20
16,4,318218,28762,18023.498085900996,34
16,3,589979,30231,2212.231586561941,32
21,1,833054,37853,24214.991983746397,21
7,1,47214,86620,29539.29889746574,17
7,1,760759,50768,42355.001086631644,8
13,6,720621,36582,11420.434683535019,10
4,5,712386,47161,43976.36823607537,9
17,5,600588,76158,73951.5293271739,44
13,5,792233,518,346.12965961179407,12
18,3,650845,78405,28647.52827282417,33
6,6,985769,22348,7539.194690447999,32
9,3,478251,33565,14049.520957853605,10
18,3,95100,19666,14737.0158410184,48
5,6,630853,96425,62581.99976663569,7
20,5,461045,70080,14097.751465118576,4
2,2,132507,56689,52610.23358682309,31
13,1,5601,4537,1997.6130924556028,16
21,1,860991,78565,55563.923066982214,21
6,6,623755,88905,74025.56251247453,12
21,4,651565,65366,58387.0694014548,35
4,1,196785,74839,39886.1318093441,2
2,1,107177,42378,14941.58981038941,39
13,6,160403,80648,19258.437625374332,42
19,4,589433,51285,21056.92895316408,45
13,5,956610,26416,10144.866238804192,46
13,1,867576,63962,40619.07839658313,0
7,4,615402,12038,8697.257981452241,7
5,1,798704,2366,2224.264975067942,13
10,4,591485,10415,3449.2586229930953,9
9,6,604793,3177,502.9446059951533,43
21,1,940336,89715,87492.73687845121,27
13,1,757719,18772,15662.99470417087,3
11,1,825377,65508,2568.9195836417803,29
1,6,954464,44450,32466.595469587817,24
6,2,135677,12493,1017.5676733123155,25
12,6,361293,40627,8025.914352396363,31
21,5,459396,4447,4146.750392211462,35
8,2,212232,63850,708.9546328962626,15
8,1,618184,29571,24282.598242465494,24
5,6,296055,91762,50443.098510777774,24
1,4,504070,74405,58195.22975296968,39
15,4,587579,87859,14376.669004173093,24
13,3,912470,12684,4981.447304817467,16
21,3,797560,91041,46267.99848870562,2
5,4,511792,59094,26319.492310105765,21
8,3,732613,75825,4364.028570711072,39
12,6,352710,98553,54174.9230141316,27
4,5,91697,83944,15652.00124558438,16
15,5,526064,13947,9430.946661176647,46
16,4,913032,39983,28731.855787772336,2
18,3,250697,89469,4569.551684363911,12
15,3,29658,53474,30775.24797792753,43
9,2,975105,57118,19926.749322467163,24
11,6,745646,58119,25825.074893184235,27
15,6,357150,30420,1654.3013691742904,31
2,4,888075,66964,5229.4844265037855,22
13,1,124903,71356,39696.84137498049,22
2,1,881933,99965,65842.10232953638,34
9,6,166651,93305,83431.42080293942,22
1,5,33612,53644,16008.389612328841,21
6,5,434411,19610,5080.666587651485,38
7,5,434604,57026,5771.762895071733,1
14,1,645229,76626,38738.52191485455,23
5,1,687865,77433,65579.68766339897,28
19,3,212343,63037,37394.43123069754,2
14,5,296426,92215,55477.286752522974,19
16,3,125598,99642,32276.090812972652,25
20,2,848839,86718,1340.8901831365567,40
14,4,363259,35982,32686.694142964054,33
20,5,439586,99377,78794.16731049088,9
1,1,606038,52473,23692.058445288385,9
15,5,427742,5172,1592.0399442822527,0
5,6,122016,4820,1862.5071281117819,25
11,3,63638,36817,25902.81283518234,26
21,3,881984,33378,23338.2232794603,38
13,3,144516,86921,77056.8549118744,5
2,2,36552,87972,8359.686785798265,7
21,6,968790,33271,32878.31771046151,21
3,1,937196,55121,54561.653380278716,4
14,4,285034,5611,3316.8244767178844,18
2,1,963929,52937,42906.84907892632,31
15,5,401669,80797,3596.5229407929187,31
15,5,305387,90747,60799.04474779573,36
12,3,544614,81776,2226.4381851739336,36
3,3,670989,13394,3744.543925934758,29
8,2,525894,71097,29102.84137731661,29
17,1,385730,78414,17496.42954678159,45
15,5,941316,98649,19326.01065717668,40
8,1,628528,16813,16314.669493488762,22
15,3,971812,74415,56511.73131109349,2
21,4,350882,82224,70065.90480768097,6
16,4,728890,17552,10252.669732333918,40
12,4,851353,9817,3477.71676673474,43
6,3,171600,40020,36107.92509419035,43
19,5,470521,17433,11766.46776978324,21
4,3,22958,92453,89183.93922486874,22
9,2,902297,80520,58335.186759779135,46
6,4,160127,29765,9634.2209831846,35
2,6,413005,20430,16418.843273406605,33
17,1,659623,99999,64394.89219646725,41
16,6,328889,19695,15087.923634709052,36
19,6,429807,47774,22509.18534797104,24
18,2,316619,36399,4816.428431384109,5
21,4,806569,38484,18878.536403791968,48
13,4,654544,47745,8992.011553396655,13
12,6,203219,48491,47986.659989502674,35
15,1,325354,77935,12600.368670881964,17
11,2,880903,25517,15038.598867912404,5
2,5,598240,74360,22560.29912592251,30
7,4,606602,23995,11411.753750432601,22
1,5,975353,36224,6669.874030372432,21
3,1,217447,71071,27844.113976458353,47
15,3,335262,35361,29352.93482324827,46
21,4,737553,72990,65056.919759786644,6
19,6,35564,22193,2620.791814138879,24
15,5,40780,63206,27525.851608656052,3
17,4,659682,70391,17189.05825502308,32
17,6,529365,74768,20664.38537799145,3
6,4,766256,30745,14680.472601877345,17
1,1,928001,57310,37632.1873929242,36
14,3,122272,42697,23917.582349562766,46
6,4,413736,36651,27507.411141759454,24
15,6,703361,9975,4797.024086573249,9
3,2,449563,7868,3807.565403750083,26
13,5,180535,77176,67047.63214789123,36
21,4,647764,69461,10672.945259659347,14
7,5,262219,83544,35717.8464587282,25
19,1,913926,73510,46279.244370068714,18
1,1,152777,63306,48107.4414089914,46
13,3,813953,84325,33614.804982219786,41
16,3,128587,71245,59717.841686302876,47
19,5,313044,32912,6545.904577970141,7
19,2,643795,14900,7222.229732282353,4
2,4,373465,96378,80321.98486777369,11
20,6,918688,25482,12661.538344322089,33
10,2,768734,43816,22496.206029042893,36
17,5,350121,20253,546.0632212591227,20
10,4,989390,85503,66107.55181895499,12
21,5,804866,98898,84117.48026902406,15
2,6,414814,24305,11196.674117551265,32
8,3,139958,24569,23165.69868622961,13
21,1,315560,73734,48685.29220892158,28
19,2,479694,68102,58664.99467731185,18
16,1,427168,78290,26284.182521753795,22
19,2,589497,81594,49728.22398261787,48
6,1,94172,57471,53687.84589428882,31
2,4,567515,20091,8622.046508992402,44
20,2,791640,81326,49352.282210044235,5
10,6,99788,65374,42141.85582848927,22
21,4,44942,37906,11972.651264069029,34
21,1,826358,28796,27487.34344991424,27
9,2,615475,23207,8621.774587036061,41
7,3,437326,66792,30814.422176230546,17
1,1,373674,31261,9323.57314759756,17
16,3,508055,8861,3477.4515932929676,1
7,3,769238,66404,3124.670427947956,12
9,2,883070,37636,19724.4357347791,11
16,5,746149,10045,8436.106281534494,34
21,4,934618,5994,120.19982628827452,25
1,2,300066,57373,16820.64534643477,10
2,3,505536,47964,46757.86202393198,14
10,1,568743,43319,9287.606647834476,6
14,4,79536,26046,18574.57819741714,17
20,4,869997,39289,3928.337268205758,10
16,6,139004,40483,39203.26858168364,43
18,1,186208,28438,26685.016586148387,33
11,4,202634,60574,589.3571510728101,34
18,6,664382,51498,28540.220189811396,14
3,2,348849,24716,20749.956646577306,20
21,3,3381,90170,52427.45121377239,2
10,2,89655,82972,45481.21810242926,42
10,5,497068,86225,35971.948508896756,7
16,3,567971,6752,2990.3136198886023,15
13,5,353691,73000,4507.418852591258,14
14,5,18705,22154,8422.254580772165,27
12,6,466020,24649,6767.042275685046,28
2,6,593594,18095,3826.321955717304,2
5,6,967301,97219,28620.385228213934,8
17,1,360876,39761,2902.09391697024,14
15,6,398310,57789,11139.735236559814,0
4,6,820686,22449,8226.256300144065,44
21,2,623771,44943,41473.29290921662,20
14,3,110388,37081,10149.438085152253,29
8,2,236280,50746,36494.465998731255,41
4,5,44050,74259,30063.895718111205,23
5,6,330714,79080,18874.21271814499,25
1,4,344544,94815,81785.92833532086,45
5,6,211257,44600,14094.546613209239,30
7,2,842143,14427,9007.338885910087,18
13,5,733324,50601,23804.511822558987,45
15,3,302616,96191,68551.09450462276,46
15,4,9494,78223,58510.87955795082,22
5,1,560679,85960,56326.6943756463,37
18,1,236393,94251,45722.41763767885,37
20,1,477888,73079,22570.429126378473,6
20,1,707596,92409,81616.28019439752,33
16,1,313095,37429,9589.561874314448,10
15,6,747759,56596,23666.031067007963,33
9,3,736648,19915,4683.208457380123,14
6,4,598991,9693,9085.532120053693,31
1,6,512211,21395,6669.403842843358,43
4,2,322979,4235,3070.6096577410144,25
4,4,497870,14180,10121.961011432213,27
12,4,260653,80111,10806.266076195147,24
19,3,878150,78432,31587.812109160957,24
14,6,944017,69349,13896.34330640199,1
10,6,575002,50829,44545.27668850717,8
6,5,3540,3922,223.06227675675726,13
21,6,273293,8429,7896.303015089984,44
2,2,915512,56028,10824.1100016408,2
15,2,986062,18603,14995.870947287214,25
16,3,464765,61398,32899.97216730891,14
11,1,588463,88949,24817.89472001349,21
3,1,192302,89561,3139.9583745727036,42
7,3,967585,45832,10625.057025008926,12
16,6,680501,5557,4949.571351959513,23
10,2,783275,24528,18107.36854749603,35
17,3,527556,36454,13898.367548171322,12
17,5,615911,26742,23634.533496337524,12
17,2,338544,90685,19636.150935735488,41
18,6,709451,93564,57135.47494238575,6
14,3,519711,18036,11392.848135892964,15
18,3,225506,98907,18302.60385623343,22
1,6,533293,15536,4598.769220366524,16
20,1,536435,87236,71685.98085162304,45
21,6,409512,81125,6425.870063650504,12
6,6,539310,29330,8403.775616100058,48
11,3,361739,27541,22376.564458279092,43
16,5,230689,18039,16452.209583691565,16
2,1,857519,59892,20929.911237007676,41
8,3,5591,55222,29545.441392694265,24
6,5,284996,96607,41290.88167387943,12
7,3,449996,75008,52756.942968021074,21
14,1,820718,90697,58715.19202286726,10
13,4,943257,34639,11381.649167259731,16
6,1,834059,17238,4645.697229445416,6
8,1,464411,61298,2695.9252003314386,2
1,3,638799,96485,17241.441771215934,22
12,1,108401,45502,22723.20328162105,41
15,2,390748,60324,25823.306670273683,38
14,6,790017,1279,1022.5348422285442,29
9,3,260341,19683,15736.02988135169,46
20,1,162184,42786,1655.7123064843663,1
1,5,670134,38029,1729.292624829255,12
3,6,673993,50903,40167.29766799947,3
16,2,183310,36262,34478.38193966587,6
20,1,889940,24948,8442.559857019287,34
21,2,516109,89930,60399.91083213562,19
6,1,308614,98991,37573.89152027081,46
19,1,811553,80264,3629.7611404205577,16
19,4,524122,46965,34208.45038847891,33
5,5,843958,67228,21140.39907223852,31
10,5,578990,48987,24994.944580679432,34
15,4,902230,47082,41718.166230605006,10
2,1,867116,92715,71227.63672388354,31
11,6,685735,54512,31458.338825568324,44
7,4,660520,82603,1315.5197546608454,9
16,6,359968,57798,33987.4780040383,24
15,5,320976,38511,8381.315192748854,1
19,1,553041,23692,14266.36728860261,44
6,6,755719,1802,1748.378282774015,31
3,5,834207,30040,28621.803694566064,41
7,2,222551,89728,18235.985487690687,39
19,3,919630,4304,2458.6431134530544,43
3,2,820094,6742,520.6897615515737,46
14,5,747713,96523,91097.43246240998,18
2,5,576030,97016,34248.24805739109,10
7,2,337543,67121,54402.506636914455,39
7,6,14329,83744,10179.110119213838,17
7,4,101908,30252,1761.2944138879307,38
9,5,55473,48679,39101.54039993689,46
17,4,667281,19853,15485.87601525664,29
20,3,679217,80289,2610.938089641882,40
21,1,304216,1727,1271.4468088830718,37
16,1,129679,76913,52920.330471406654,35
18,5,230548,64648,35453.151969036306,22
16,3,680886,43702,31714.202023596157,16
16,5,960796,6734,857.5930222591986,11
2,3,574402,95386,48471.83684015024,23
18,5,27385,55501,19380.69711441086,3
9,6,834991,63084,61144.875901076426,48
8,6,832488,22767,9754.639981654884,40
6,4,643231,4026,1844.162626817397,33
1,6,947019,46239,43552.90396825913,12
2,3,324652,28176,16956.59454662543,38
9,4,246040,596,546.308525708989,34
15,3,744544,13087,3566.4795016807193,11
5,4,485495,83169,43868.28308143062,26
17,2,183305,18755,3842.43305998474,3
18,3,862319,38172,10328.041491554904,38
6,6,280678,59673,688.010265277733,13
3,6,517609,8435,2403.167112493368,28
12,1,60744,13766,7762.511199697661,7
18,2,56249,64312,45435.68589125468,29
20,3,644701,69109,6408.150983211818,34
7,4,651079,77568,30544.33698353967,22
3,3,217762,78179,18662.400541396273,5
13,2,176207,32092,31755.56994398874,12
9,6,327178,72123,57663.772913661945,27
12,4,505774,16626,4621.6384933360305,4
12,4,562738,65028,31886.778536703383,29
16,4,131385,48853,17356.73748761121,2
9,5,731145,39372,31465.932888967305,29
6,2,807605,14404,13183.792947054522,48
7,4,324284,61837,696.168056336429,32
10,6,318,85327,34966.306507584675,4
19,6,262677,91411,83638.39837299034,45
17,2,257499,36913,32246.899481038,30
16,3,736033,50598,47120.23351471131,12
15,2,54451,68491,56236.5915231559,4
3,2,99614,73421,50246.05687191677,28
5,5,78847,26721,9291.512610814229,3
10,6,453174,58879,18024.596753865808,32
6,3,124003,40086,36679.77637031615,1
19,3,684501,12793,4138.168122664822,48
2,3,749792,21879,20680.250890436542,42
15,5,724112,52968,6826.07006642423,1
19,3,299215,76965,62906.67746658092,25
8,1,489633,45048,38317.17872145586,34
15,6,242906,44348,16569.58791589188,17
6,2,478331,26392,1127.921509501525,7
19,2,234463,85941,38430.01641456957,34
8,6,209517,47319,2518.451611951984,4
12,5,264285,19859,7279.772850331061,5
16,4,847709,11632,5401.798264057335,4
19,3,666875,79587,40978.26961491796,35
6,5,899142,666,551.1735208280993,0
20,1,523873,78813,33040.24186666503,43
19,3,694478,75689,74610.7652002643,39
20,1,755790,83852,27061.301983482772,41
6,5,575489,88134,21880.000957161243,16
3,6,71107,43678,23521.92711936732,37
19,3,976822,86265,42279.164101203605,32
11,4,225048,68821,58517.39970472472,43
3,5,232820,4763,3600.889760569966,19
3,2,650816,22109,2605.721959766653,26
6,1,458573,87492,65224.454734454375,25
21,6,690232,3620,2906.0597640189344,13
15,1,1309,76077,56975.940994274526,35
21,6,716449,77180,4020.322601100332,46
19,4,979666,81707,30549.838028867038,24
9,5,250353,90324,46978.95470237705,26
14,3,960264,8484,7613.841283554804,5
9,6,601811,6356,264.08802397720945,34
5,4,636871,66292,2723.0662839207275,34
20,1,94371,26422,22380.658297102924,19
18,5,27800,95668,81376.15101704988,17
19,2,720212,92044,60553.89169314039,27
19,4,244691,59562,54937.92717815081,28
10,2,558127,97668,59727.29703560796,23
1,6,669446,78700,61118.09090971913,13
6,6,169393,75832,59088.72312966952,43
7,5,238810,47685,7848.570368922276,5
5,6,215673,20992,11124.049168117082,40
5,4,392771,87827,38051.813877308894,14
6,1,890244,41756,23292.54782564377,2
9,3,603768,50098,36969.52759670762,40
11,1,703894,46083,44448.7932908882,39
16,3,361506,68101,1095.9930262169646,28
13,4,87031,63971,60573.90666884573,42
3,3,363634,66798,20981.140801761085,16
15,6,774330,99727,69940.52446900592,32
10,2,435908,9420,9312.363870206897,25
6,6,334398,65496,22775.60806631103,29
16,3,451277,45216,26513.685016034975,40
15,2,339654,98529,29619.402761313075,23
13,5,571399,26287,21974.382019156703,36
20,2,557330,28826,25026.26752379801,29
14,3,392078,8777,5112.513624377525,47
19,6,453961,829,363.8646634631932,22
8,4,795231,67455,6289.667198549951,46
1,2,890325,80203,73898.80626456618,3
19,4,154598,98556,9226.495631397482,48
18,4,454808,56336,47059.99319200114,16
4,6,71950,85323,7686.635145196609,27
2,2,851679,6452,6261.837531665288,32
4,5,940101,62463,50427.24272331372,15
5,4,346123,3100,150.06363684971257,9
5,5,178626,31373,10730.848020211677,26
8,3,439647,38303,27404.602863147717,31
2,1,795375,59504,43521.89584089452,16
15,6,406753,70268,25706.308742926092,44
8,4,262619,78617,1023.142794079739,8
14,4,912034,43428,16611.7524858516,10
18,2,130716,28462,12667.727018133482,0
17,1,270316,73871,44494.127081113795,41
18,1,729938,14604,11672.335288537794,5
7,1,786712,57575,44058.79031288077,43
17,3,655787,7936,7814.54693328226,20
7,4,793836,99953,66807.06298180459,21
15,4,507233,35482,23875.407844667156,27
8,5,499764,83389,6513.120711821226,36
18,1,971862,92616,29717.076506959555,0
6,3,340046,80906,7473.421010899278,6
2,4,761061,19422,19306.973235741894,43
14,6,591885,5507,3583.2993837017525,14
19,6,589460,34440,16487.770251378282,11
4,3,457403,8669,3500.5776229218636,42
10,1,341841,96034,28808.934237089932,35
7,4,420676,57187,33881.49904481479,48
17,5,171746,98726,13067.471843955582,11
16,5,562312,78158,27439.05091633027,14
14,5,496460,28583,21846.560672159663,3
4,3,847777,25718,16883.008264234915,47
4,6,670161,13509,7437.191823719589,13
21,2,652758,59309,13883.578141775159,19
8,2,232683,88448,10075.942856894677,35
21,1,716391,33952,3707.942191958029,10
4,4,653541,15045,2737.3782552142197,36
16,6,709733,53,39.07782873455042,19
6,1,357393,53491,24444.89125583178,41
7,5,108806,83996,11421.017978697344,19
4,2,512836,4860,3057.9581825158634,20
9,6,41840,95016,66879.2780099264,48
15,1,920677,91494,19139.62761735493,35
2,5,580753,15560,12028.155799918386,45
13,1,863121,14448,8881.019697330878,28
8,5,771869,78588,7369.36073292661,46
10,6,435422,95198,50927.013759492715,1
14,3,967641,24511,12874.618104668652,27
10,6,54877,93449,12334.603453509062,46
16,4,424873,77689,71116.18891420335,34
1,3,624234,3682,246.6244079541814,42
2,3,479791,32435,1209.067029853719,20
11,5,711999,27769,22634.83047776079,16
9,3,469792,17688,7557.748539376374,0
21,4,714414,65084,30552.601601537994,48
13,4,844438,29658,9939.883331808378,30
7,2,962941,15207,6929.321775652318,4
10,2,989221,6106,4876.4359101652235,12
3,1,290940,15977,14548.134023751378,47
2,1,484269,1322,710.0169537264601,23
2,2,865840,6202,2264.241926398295,11
4,4,240379,96294,53634.61293220226,45
21,5,870020,26088,23850.25420490628,48
21,6,704146,13540,5457.659032565118,10
9,3,917411,4897,572.1606140844839,33
15,6,988369,3014,2789.0531950280424,32
13,4,12213,89585,11606.589749932757,6
6,4,417438,52705,9008.321941462886,17
5,5,562719,55678,4683.096680509573,35
1,5,406617,69016,43175.59667253935,30
11,4,762950,73620,49309.74367893612,45
21,1,392534,29072,28989.423162950312,42
4,3,388967,90295,82889.7093980414,43
2,6,193520,35116,11932.725211462961,17
20,6,989879,72779,6244.361202989972,42
1,5,864603,64108,18555.354580191408,22
21,4,192598,69145,23336.58652585891,39
12,5,641860,30607,6847.918450316588,47
11,4,273626,34349,10749.267651947323,1
17,6,644100,92866,73426.09014220022,27
17,3,222021,10544,6699.9892529582,13
15,2,222292,5423,689.1700809063832,19
4,1,658131,40899,34663.004219459435,20
12,5,934533,4555,1252.9916479597316,30
20,2,550009,45932,34068.43659185094,44
11,5,535262,66344,31321.219869750956,29
4,5,10462,86171,58147.07817406463,19
10,2,164641,28940,7889.160486167409,4
17,5,324277,18431,5298.310979909739,4
17,6,546831,50187,37820.623112874906,15
4,4,94758,6739,6331.2616154566085,1
4,6,644580,80222,37239.94999080125,37
14,5,746924,19567,3080.586033105394,18
5,2,983125,66309,60658.49043633605,48
10,5,674998,48663,30647.093139858793,0
10,4,697826,52024,31958.84848641095,30
13,5,323509,76628,5714.934888692122,31
14,4,422888,92235,82648.79906412278,43
18,2,831944,5331,516.8888240651272,21
8,5,367832,25156,17100.456847343707,23
19,6,251632,99133,72498.48213361515,29
7,5,681420,20791,7081.901322393449,24
4,6,85625,24257,7512.668424576408,19
3,5,683754,61462,17719.36788302317,32
14,5,758182,30739,27287.735953335152,38
18,6,217094,49479,18094.413836774165,9
1,6,749821,79492,49443.5645189309,30
3,1,528071,20803,10863.585475933609,8
16,5,606488,68026,35974.018344740725,22
14,2,272836,64999,49225.98112179846,13
16,3,921771,61321,27497.15365617659,31
15,2,450869,79797,79561.45506616363,38
1,4,145436,76742,58287.306668607926,4
9,3,331072,29188,11429.15557992879,21
8,3,711929,78879,37360.43338461732,22
14,3,17910,5647,4542.725815597685,17
15,1,374991,24670,2199.386888842852,40
15,4,576194,56611,37268.20238843557,31
9,4,30856,4797,1926.0950058042552,43
13,2,831337,51646,25245.92951348182,7
19,5,668477,26602,16838.654266865495,29
11,5,60753,46696,17765.417175140825,13
10,2,530309,84505,15058.632004744068,24
1,2,578653,70541,26655.825529325855,29
17,3,687238,41148,17058.842005249764,40
21,5,175547,13568,9476.505497959364,40
3,2,327858,14976,1332.5431613167707,8
20,6,137418,43002,1121.7575237570193,4
18,1,282250,53598,34170.09177712333,17
3,1,445540,29110,15268.331493415326,22
15,2,694145,17339,15028.86690267563,40
4,1,197173,60849,40521.70109534077,45
12,4,945548,97783,53207.56896665212,4
15,1,675342,51077,5848.715270553593,5
20,6,443729,35119,9755.479429240173,3
21,3,467120,9738,5532.999336914799,22
14,2,939410,37319,14300.53340458346,27
8,3,395512,11671,898.4219467528559,7
18,6,601201,12635,11143.92310364177,31
19,1,401377,74673,21000.406832748762,15
2,4,935149,12326,11276.300051570417,0
7,5,583557,64406,20229.400774426103,33
16,3,92957,20689,14506.497917710616,11
16,3,230335,35107,14158.179945793605,25
19,3,645098,91252,81505.40340410593,29
3,3,506925,78535,48606.02663289021,20
15,3,727260,41357,39455.380930780484,7
15,6,421071,27408,18453.706056599134,7
13,2,882598,17144,867.2363437369435,43
13,4,948408,82314,34219.2750757726,1
10,6,426392,96294,59970.42601573105,33
5,1,850718,72099,27681.177148504732,0
9,6,318834,20117,7793.587730361603,12
2,5,145858,35030,24009.69757298362,36
21,6,880440,75759,4775.626630812129,41
18,3,204270,48182,43134.103162202984,30
1,4,558575,76983,61575.185154250226,40
6,1,117520,30007,6330.093919601652,27
19,3,802750,19493,492.59975750703484,8
7,4,18884,70875,46716.041686669094,29
19,3,440022,81416,73671.14301076611,42
15,6,337330,20840,19090.735007317144,25
4,4,634135,90822,50640.08788899779,10
16,1,818044,2880,2052.232872711979,27
5,4,933242,9840,8067.684520508113,0
13,6,125238,6921,1503.4423700964085,7
11,6,387675,39323,32735.91159203623,25
4,5,475906,13532,7098.671484985352,11
11,1,937000,48479,32247.316608238478,30
5,4,696204,56526,28328.147112749386,9
19,5,827534,41819,13960.756893864313,23
7,4,553559,37730,1951.220350961864,1
18,6,535665,34230,6637.561082606248,42
15,3,296945,85786,1127.6329668504502,8
18,5,29763,20163,11848.354348780884,4
4,1,208787,97845,36978.44614097026,4
16,2,495676,95959,2739.6397890491444,36
19,4,157957,47073,25232.774321504938,17
6,5,799350,81578,35585.027455140225,36
18,3,214025,70007,29324.674440490948,43
5,4,913648,57712,55327.359969462,33
17,1,434873,56919,28439.55433957756,18
18,2,708980,1375,784.3493526377413,28
17,3,316171,2339,758.2261807298287,34
9,6,891260,17739,6723.2076037673805,1
13,3,180448,8550,3590.927082540445,2
8,2,839056,99460,6658.192281855279,1
4,6,368866,48043,21177.42318375229,20
1,1,859606,5539,1558.327868905849,32
15,2,667292,36579,2356.3917711678278,32
9,1,863068,44054,24274.83647956587,38
13,3,886220,90344,53361.20211790115,45
14,3,691422,9769,2555.489874514344,1
18,2,836618,84592,39817.77039040107,30
11,1,785298,99311,74704.17136584864,37
11,2,627098,12801,4568.240141186323,44
5,3,878118,13462,5357.679719159333,2
19,5,218854,34948,33053.68451278148,17
17,1,949654,49915,11406.361575211587,33
6,6,84635,14503,11840.208099204976,32
4,3,763374,9731,513.1281336392085,44
11,4,897668,91666,84050.33123186883,11
4,1,530334,42371,40651.766938495275,37
9,3,160340,54370,18613.407660576526,33
18,2,325601,86987,66397.97970691281,34
11,2,59369,2896,2083.471672581138,48
16,2,810724,93133,31655.19391839565,27
13,2,596570,22496,19467.090169189232,45
9,3,176397,34431,31385.983008137722,42
5,1,198401,18540,2069.3818030096813,37
3,2,575747,50262,7832.836892214624,17
20,2,124002,64400,48147.98892653463,19
13,2,803291,59082,13950.108851670224,20
18,5,478317,57347,47940.83004891092,34
9,1,780109,51958,36641.96837188734,45
2,4,421193,92215,54680.63635576034,7
4,3,145850,5736,4526.750830944465,28
19,4,81548,86994,31771.043542032145,29
1,5,876512,20519,7199.982355550771,19
7,3,572294,26078,3898.9566960507527,31
17,5,848367,32657,5536.0963614279935,32
21,2,705231,31410,5130.446735578975,48
8,6,36875,41443,30791.638119534862,9
8,4,71044,44817,42900.66478416935,1
17,2,613913,39537,15180.533026664822,42
5,3,427775,75973,36297.27843072785,39
6,5,603920,15219,1867.7728798808014,15
13,4,524011,19102,10382.818355917,25
2,3,749865,80016,24645.709201098805,43
16,1,111810,74855,43889.56114386504,41
19,5,914736,37385,2488.6694731108378,36
2,2,231847,16995,10156.555220146683,36
19,6,358563,64270,52031.169350651726,46
6,5,492593,95241,5111.6908632772565,29
7,6,468623,43835,42187.248616640274,28
9,5,382859,69161,45135.67847983599,46
8,1,751095,46358,1908.806644288515,30
7,3,376164,14146,3083.9845843864027,31
21,4,494429,33043,11486.513802826268,12
1,3,136059,98571,41207.49201930755,19
16,3,422865,70622,20669.322739280353,42
4,3,420073,60784,9061.67581562991,4
1,4,637619,88393,80157.01138290254,47
2,4,224845,99500,97784.11730861873,31
21,2,53193,51063,26785.947302914323,43
11,3,132323,91178,31008.870895799446,37
20,1,176137,9608,1942.5316733963064,5
5,5,516401,81499,65996.07927977695,3
20,4,814824,17517,12563.158441376008,36
4,1,987268,48074,29405.20805927829,40
15,6,847818,48013,753.1508877202023,10
6,6,145162,5232,4156.300153887161,4
20,6,742293,31214,29251.71024851721,18
10,4,91514,60774,27343.731785640583,13
18,2,801227,55652,1798.6268908379345,17
9,3,507228,56672,48021.25601079756,34
16,6,106316,37402,26798.732827309937,4
12,1,722802,57486,39958.99097848118,27
12,3,366951,66047,28143.683716140495,16
21,5,724590,50941,12504.046249333816,7
2,4,971146,33467,32040.522077044825,0
1,5,84587,11900,220.18976545473365,44
14,1,903569,1815,15.22207272079955,45
20,6,922253,20783,16221.07345352078,33
17,1,498035,6903,6781.591818787451,24
14,6,875415,40849,26014.61516636941,48
21,6,506021,135,15.075468595935957,25
9,1,687983,39886,39601.83360336188,14
6,3,989075,34027,17362.924906635468,22
4,3,585149,85711,19337.301950907513,22
15,5,190269,79972,12570.661313403263,10
5,6,913962,67618,52106.62069585382,10
9,2,933669,20044,12840.277719268133,25
3,2,187607,7707,6969.018082905528,42
18,5,685533,94632,93186.49058864293,21
21,1,728647,80567,15082.394520109367,46
13,2,786375,93310,42793.9211251635,31
11,3,736347,58508,35335.3695692826,31
2,3,594461,46859,13780.279686634809,8
17,6,303195,25917,1437.5099896676895,14
17,3,10647,6915,2278.8180865948675,19
1,5,135867,22465,4841.156205545437,10
16,5,546136,87139,15985.30560169211,44
15,2,166065,13529,5766.685451763612,0
13,3,759632,69623,54124.69878039938,47
5,3,980477,52795,11579.171998674019,33
16,6,388279,9032,217.4240960674555,15
6,1,769613,75478,50976.77827663861,30
12,1,639403,12968,5217.83685874157,23
1,1,250141,11833,3532.619126714894,15
2,5,801019,20624,15546.956681697318,30
4,5,773934,75100,12540.823435158562,1
3,6,933735,63086,21369.105288379422,42
1,5,593945,74633,5720.184445271411,22
14,6,307470,30948,8867.66352723945,17
3,4,471264,33104,16128.680266044723,39
